WKT,nama,deskripsi
"POLYGON ((106.8060456 -6.2127656, 106.7990933 -6.2143868, 106.7983638 -6.2146854, 106.7983638 -6.2152827, 106.7984925 -6.2172879, 106.7984067 -6.2189944, 106.7984496 -6.2205729, 106.7995225 -6.2211702, 106.8026982 -6.2224501, 106.8036424 -6.2231753, 106.804844 -6.2247538, 106.8087922 -6.2222367, 106.8083201 -6.2213408, 106.8083631 -6.2159653, 106.8069469 -6.215752, 106.8061315 -6.215752, 106.8063031 -6.2146854, 106.8063031 -6.2140455, 106.8063031 -6.2134482, 106.8060456 -6.2127656))",gelora bung karno,
